t_DVL,WX,WY,WZ,BX,BY,BZ,t_imu,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,t_filter,PN,PE,Sample period (seconds),Time Since Start of Day (seconds),No of GPS Satellites Available,Latitude (degrees),Longitude (degrees),Velocity (km/hr),Indicated Vehicle Speed (km/hr),Wheel Speed Front Left (rad/sec),Wheel Speed Front Right (rad/sec),Wheel Speed Rear Left (rad/sec),Wheel Speed Rear Right (rad/sec),Steering Angle (degrees),Yaw Rate (deg/sec),Indicated Longitudinal Acceleration (g),Indicated Lateral Acceleration (g),Heading (degrees)
2017/08/23/12:24:40.726202,-0.161,0.249,0.065,-0.172,0.267,-0.002,2017/08/23/12:24:40.726411,-0.07060788,-9.72035148,-0.93359308,-0.020943951,-0.003141593,-0.009773844,0.121,0.2877,0.3365,2017/08/23/12:24:40.734537,65.39881659,38.34636546,0.195125,173.91654437019005,10,0.000587484877739849,0.00034446968613007547,1.067459188915436,1.067459188915436,0.29651644136539884,0.29651644136539884,0.29651644136539884,0.29651644136539884,0.0,-0.5600000108192627,-0.007197541284403669,-0.09516749031600406,7.466078959226211
2017/08/23/12:24:40.963805,-0.144,0.208,0.06,-0.195,0.268,0.001,2017/08/23/12:24:40.962043,-0.01569064,-9.75957808,-0.97281968,-0.020594885,-0.005934119,-0.0143117,0.1187,0.2858,0.3399,2017/08/23/12:24:40.978430,65.48810858,38.35209853,0.235632,174.15217637019006,10,0.0005882869976643909,0.0003445211869385555,0.9107359661284932,0.9107359661284932,0.25298221281347033,0.25298221281347033,0.25298221281347033,0.25298221281347033,0.0,-0.8200000076573802,-0.0015994536187563708,-0.099166124362895,3.6736828487663975
2017/08/23/12:24:41.170422,-0.187,0.129,0.037,-0.224,0.275,0.005,2017/08/23/12:24:41.173235,-0.00784532,-9.77526872,-1.05127288,-0.016057029,-0.005934119,-0.013613568,0.1183,0.2844,0.3404,2017/08/23/12:24:41.178490,65.55855821,38.35007528,0.211192,174.36336837019007,10,0.0005889198545634208,0.0003445030118577075,0.8178420385380052,0.8178420385380052,0.22717834403833478,0.22717834403833478,0.22717834403833478,0.22717834403833478,0.0,-0.7799999905143531,-0.0007997268093781854,-0.10716339245667685,358.35496892049065
2017/08/23/12:24:41.372772,-0.244,0.176,-0.006,-0.243,0.276,0.01,2017/08/23/12:24:41.376464,-0.03138128,-9.75957808,-1.10619012,-0.013264502,-0.004537856,-0.003490659,0.1231,0.2866,0.3381,2017/08/23/12:24:41.382436,65.63022076,38.34538709,0.203229,174.56659737019007,10,0.0005895636072583543,0.0003444608973230327,1.083067643316889,1.083067643316889,0.3008521231435803,0.3008521231435803,0.3008521231435803,0.3008521231435803,0.0,-0.20000002841935643,-0.0031989072375127416,-0.11276148012232415,356.25702301360866
2017/08/23/12:24:41.565799,-0.214,0.189,-0.017,-0.262,0.274,0.012,2017/08/23/12:24:41.563384,0.01569064,-9.78311404,-1.12188076,-0.005934119,-0.005585054,0.006283185,0.1226,0.2859,0.3368,2017/08/23/12:24:41.554461,65.67889215,38.34549822,0.18692,174.75351737019005,10,0.0005900008277937477,0.0003444618956162415,1.0278425560366726,1.0278425560366726,0.2855118211212979,0.2855118211212979,0.2855118211212979,0.2855118211212979,0.0,0.35999998239990616,0.0015994536187563708,-0.11436093374108053,0.13082159585837047
2017/08/23/12:24:41.767112,-0.265,0.208,0.0,-0.27,0.26,0.014,2017/08/23/12:24:41.766595,0.01569064,-9.75957808,-1.19248864,0.001047198,-0.004537856,0.010471976,0.1225,0.2852,0.3367,2017/08/23/12:24:41.758508,65.75189921,38.33686645,0.203211,174.95672837019006,10,0.0005906566583722602,0.000344384355461732,1.2127726250208652,1.2127726250208652,0.3368812847280181,0.3368812847280181,0.3368812847280181,0.3368812847280181,0.0,0.6000000279622897,0.0015994536187563708,-0.1215584750254842,353.25710887259
2017/08/23/12:24:41.990955,-0.271,0.164,0.057,-0.28,0.251,0.013,2017/08/23/12:24:41.993960,-0.04707192,-9.7674234,-1.16895268,0.012915436,-0.001396263,0.009424778,0.1274,0.2882,0.3364,2017/08/23/12:24:41.994447,65.83969674,38.32478245,0.227365,175.18409337019006,10,0.0005914453533956162,0.000344275803539346,1.1403365818915046,1.1403365818915046,0.31676016163652904,0.31676016163652904,0.31676016163652904,0.31676016163652904,0.0,0.540000002247749,-0.0047983608562691136,-0.11915929459734964,352.1633405756098
2017/08/23/12:24:42.198748,-0.213,0.188,0.001,-0.285,0.236,0.017,2017/08/23/12:24:42.197276,-0.01569064,-9.73604212,-1.14541672,0.018849556,-0.001396263,0.009424778,0.1278,0.29,0.3333,2017/08/23/12:24:42.186490,65.91189072,38.31040845,0.203316,175.38740937019006,10,0.000592093879985627,0.0003441466802910528,1.02276120380077,1.02276120380077,0.28410033438910276,0.28410033438910276,0.28410033438910276,0.28410033438910276,0.0,0.540000002247749,-0.0015994536187563708,-0.11676011416921508,348.73952265775665
2017/08/23/12:24:42.398621,-0.279,0.068,0.012,-0.279,0.235,0.025,2017/08/23/12:24:42.400847,-0.0392266,-9.75173276,-1.12972608,0.024085544,-0.001745329,0.0143117,0.1296,0.2914,0.3343,2017/08/23/12:24:42.390433,65.9813584,38.29342578,0.203571,175.59098037019007,10,0.0005927179159180741,0.000343994123068631,1.0338019152623001,1.0338019152623001,0.2871671986839723,0.2871671986839723,0.2871671986839723,0.2871671986839723,0.0,0.8200000076573802,-0.003998634046890928,-0.1151606605504587,346.2624229828082
2017/08/23/12:24:42.600775,-0.072,0.151,-0.035,-0.272,0.215,0.027,2017/08/23/12:24:42.603613,-0.01569064,-9.70466084,-1.07480884,0.030368729,0.000349066,0.011868239,0.128,0.2919,0.3306,2017/08/23/12:24:42.590542,66.0502685,38.27752804,0.202766,175.79374637019006,10,0.0005933369430470715,0.00034385131189364,0.6022338416263238,0.6022338416263238,0.16728717822953437,0.16728717822953437,0.16728717822953437,0.16728717822953437,0.0,0.6800000049525646,-0.0015994536187563708,-0.10956257288481142,347.0090072920833
2017/08/23/12:24:42.799332,-0.181,0.1,0.019,-0.258,0.209,0.029,2017/08/23/12:24:42.798487,-0.02353596,-9.7281968,-1.0198916,0.033161256,0.000698132,0.007330383,0.13,0.2948,0.3289,2017/08/23/12:24:42.782482,66.1151183,38.26049482,0.194874,175.98862037019006,10,0.0005939194960474309,0.00034369830057491915,0.7444343893184946,0.7444343893184946,0.2067873303662485,0.2067873303662485,0.2067873303662485,0.2067873303662485,0.0,0.42000000811444693,-0.0023991804281345568,-0.10396448521916411,345.2833089052587
2017/08/23/12:24:43.000801,-0.137,0.101,-0.047,-0.241,0.199,0.028,2017/08/23/12:24:43.001724,-0.03138128,-9.7281968,-0.93359308,0.036302848,-0.000349066,0.001745329,0.1264,0.2945,0.3287,2017/08/23/12:24:43.018557,66.19332754,38.24349706,0.203237,176.19185737019006,10,0.0005946220583902264,0.000343545607797341,0.612740728204026,0.612740728204026,0.17020575783445166,0.17020575783445166,0.17020575783445166,0.17020575783445166,0.0,0.09999998556178846,-0.0031989072375127416,-0.09516749031600406,347.7381984239548
2017/08/23/12:24:43.238075,-0.232,0.077,0.03,-0.207,0.194,0.036,2017/08/23/12:24:43.237525,0.00784532,-9.73604212,-0.85513988,0.034557519,0.000349066,0.000349066,0.1244,0.296,0.3263,2017/08/23/12:24:43.250562,66.26768629,38.22766855,0.235801,176.42765837019007,10,0.00059529003135106,0.0003434034185231764,0.8799993636361336,0.8799993636361336,0.24444426767670377,0.24444426767670377,0.24444426767670377,0.24444426767670377,0.0,0.020000008571513593,0.0007997268093781854,-0.08717022222222222,347.98299349036165
2017/08/23/12:24:43.438455,-0.192,0.104,-0.016,-0.203,0.18,0.035,2017/08/23/12:24:43.440559,0.04707192,-9.75957808,-0.77668668,0.032114058,-0.000349066,0.012566371,0.1241,0.2983,0.3251,2017/08/23/12:24:43.454514,66.32058653,38.21866435,0.203034,176.63069237019008,10,0.0005957652401185771,0.0003433225327883579,0.786087018083876,0.786087018083876,0.2183575050232989,0.2183575050232989,0.2183575050232989,0.2183575050232989,0.0,0.7200000220955918,0.0047983608562691136,-0.07917295412844036,350.3402081498659
2017/08/23/12:24:43.637945,-0.091,0.114,-0.015,-0.171,0.178,0.036,2017/08/23/12:24:43.635689,-0.06276256,-9.77526872,-0.71392412,0.026529005,-0.001047198,0.0286234,0.1251,0.2992,0.3254,2017/08/23/12:24:43.650450,66.37121564,38.20883923,0.19513,176.82582237019008,10,0.0005962200470715056,0.00034323427263744164,0.5251189579514342,0.5251189579514342,0.1458663772087317,0.1458663772087317,0.1458663772087317,0.1458663772087317,0.0,1.6400000153147605,-0.006397814475025483,-0.07277513965341488,349.0176471713498
2017/08/23/12:24:43.837581,-0.156,0.108,-0.03,-0.16,0.181,0.044,2017/08/23/12:24:43.838886,-0.10198916,-9.75957808,-0.6668522,0.019547688,0.000698132,0.032463124,0.1263,0.301,0.3232,2017/08/23/12:24:43.846462,66.41780825,38.20435955,0.203197,177.02901937019007,10,0.0005966385936938555,0.0003431940311713978,0.6830519745963699,0.6830519745963699,0.18973665961010275,0.18973665961010275,0.18973665961010275,0.18973665961010275,0.0,1.8599999950098511,-0.01039644852191641,-0.06797677879714577,354.5081368151009
2017/08/23/12:24:44.037773,-0.1,0.134,-0.01,-0.144,0.188,0.048,2017/08/23/12:24:44.033861,-0.17259704,-9.74388744,-0.588399,0.013613568,-0.001047198,0.026179939,0.1298,0.3019,0.3223,2017/08/23/12:24:44.042553,66.46451842,38.20199237,0.194975,177.22399437019007,10,0.0005970581963708228,0.0003431727665289256,0.6019217224855737,0.6019217224855737,0.16720047846821492,0.16720047846821492,0.16720047846821492,0.16720047846821492,0.0,1.5000000126099449,-0.01759398980632008,-0.05997951070336391,357.0988439729792
2017/08/23/12:24:44.262768,-0.143,0.129,0.048,-0.125,0.182,0.048,2017/08/23/12:24:44.261383,-0.16475172,-9.7281968,-0.55701772,0.007330383,-0.001745329,0.013264502,0.1302,0.3017,0.3209,2017/08/23/12:24:44.274675,66.52437133,38.20186019,0.227522,177.45151637019006,10,0.0005975958617499101,0.0003431715791412145,0.6933155125914896,0.6933155125914896,0.1925876423865249,0.1925876423865249,0.1925876423865249,0.1925876423865249,0.0,0.7599999819428395,-0.016794262996941894,-0.056780603465851176,359.8734674082819
2017/08/23/12:24:44.468101,-0.092,0.205,0.0,-0.112,0.19,0.051,2017/08/23/12:24:44.464631,-0.25105024,-9.79095936,-0.54132708,-0.003839724,-0.000349066,0.000698132,0.1315,0.3031,0.3189,2017/08/23/12:24:44.478552,66.56698584,38.20514639,0.203248,177.65476437019007,10,0.0005979786726554078,0.0003432010994430471,0.8089112683106844,0.8089112683106844,0.22469757453074565,0.22469757453074565,0.22469757453074565,0.22469757453074565,0.0,0.040000017143027186,-0.025591257900101933,-0.055181149847094796,4.4096129159534225
2017/08/23/12:24:44.669125,-0.104,0.128,0.037,-0.093,0.21,0.058,2017/08/23/12:24:44.667711,-0.25105024,-9.69681552,-0.51779112,-0.009424778,-0.003490659,-0.005585054,0.1323,0.3033,0.3197,2017/08/23/12:24:44.674531,66.61013554,38.2114124,0.20308,177.85784437019007,10,0.0005983662912324829,0.00034325738771110316,0.5937272100889431,0.5937272100889431,0.1649242250247064,0.1649242250247064,0.1649242250247064,0.1649242250247064,0.0,-0.32000002255265847,-0.025591257900101933,-0.052781969418960246,8.262486007615546
2017/08/23/12:24:44.867152,-0.156,0.076,0.081,-0.091,0.213,0.06,2017/08/23/12:24:44.870882,-0.17259704,-9.73604212,-0.54132708,-0.011170107,-0.000698132,-0.019547688,0.1359,0.3047,0.316,2017/08/23/12:24:44.870460,66.65472364,38.22293505,0.203171,178.06101537019006,10,0.0005987668311174991,0.0003433608969637082,0.6247011445483353,0.6247011445483353,0.1735280957078709,0.1735280957078709,0.1735280957078709,0.1735280957078709,0.0,-1.1200000216385253,-0.01759398980632008,-0.055181149847094796,14.489621159975869
2017/08/23/12:24:45.066356,-0.077,0.117,0.047,-0.086,0.216,0.058,2017/08/23/12:24:45.065942,-0.18828768,-9.70466084,-0.5491724,-0.01012291,-0.001745329,-0.031066861,0.1286,0.3012,0.3225,2017/08/23/12:24:45.062454,66.70028471,38.23481203,0.19506,178.25607537019008,10,0.0005991761113007546,0.00034346758920229966,0.5042313754617022,0.5042313754617022,0.14006427096158394,0.14006427096158394,0.14006427096158394,0.14006427096158394,0.0,-1.7800000180195763,-0.019193443425076454,-0.055980876656472986,14.610845903200731
2017/08/23/12:24:45.266685,-0.109,0.214,0.019,-0.086,0.241,0.036,2017/08/23/12:24:45.269335,-0.17259704,-9.65758892,-0.4707192,-0.008726646,-0.005235988,-0.027227136,0.126,0.3006,0.3227,2017/08/23/12:24:45.266517,66.74507423,38.24731553,0.203393,178.45946837019008,10,0.0005995784605641394,0.0003435799095400647,0.8645773071275928,0.8645773071275928,0.240160363090998,0.240160363090998,0.240160363090998,0.240160363090998,0.0,-1.5599999810287062,-0.01759398980632008,-0.04798360856269113,15.597675580937599
2017/08/23/12:24:45.503250,-0.161,0.234,0.031,-0.112,0.245,0.014,2017/08/23/12:24:45.505236,-0.17259704,-9.73604212,-0.49425516,-0.005585054,-0.004886922,-0.031066861,0.1291,0.3031,0.3236,2017/08/23/12:24:45.502471,66.80474623,38.26323903,0.235901,178.6953693701901,10,0.0006001145008084801,0.00034372295212001437,1.0225330899291232,1.0225330899291232,0.2840369694247564,0.2840369694247564,0.2840369694247564,0.2840369694247564,0.0,-1.7800000180195763,-0.01759398980632008,-0.05038278899082569,14.941247602862884
2017/08/23/12:24:45.709322,-0.069,0.258,0.031,-0.125,0.249,-0.018,2017/08/23/12:24:45.708024,-0.07060788,-9.63405296,-0.48640984,-0.002443461,-0.00418879,-0.042586034,0.124,0.3031,0.3225,2017/08/23/12:24:45.706674,66.85588636,38.27482121,0.202788,178.8981573701901,10,0.000600573898311175,0.00034382699613726196,0.9614426659973022,0.9614426659973022,0.2670674072214728,0.2670674072214728,0.2670674072214728,0.2670674072214728,0.0,-2.4400000144006273,-0.007197541284403669,-0.0495830621814475,12.761030537395042
2017/08/23/12:24:45.908562,-0.156,0.163,0.043,-0.143,0.266,-0.039,2017/08/23/12:24:45.911172,0.02353596,-9.66543424,-0.46287388,-0.001047198,-0.001745329,-0.049218285,0.1201,0.3011,0.3225,2017/08/23/12:24:45.902600,66.9080414,38.28461768,0.203148,179.1013053701901,10,0.000601042412863816,0.00034391499892202654,0.8122369112518836,0.8122369112518836,0.22562136423663431,0.22562136423663431,0.22562136423663431,0.22562136423663431,0.0,-2.820000005372047,0.0023991804281345568,-0.047183881753312944,10.638120026104191
2017/08/23/12:24:46.108919,-0.233,0.311,0.022,-0.187,0.277,-0.043,2017/08/23/12:24:46.106267,0.0784532,-9.73604212,-0.44718324,-0.002443461,-0.002792527,-0.024085544,0.1178,0.3031,0.3232,2017/08/23/12:24:46.098547,66.96425473,38.29339865,0.195095,179.2964003701901,10,0.0006015473834890406,0.0003439938793568092,1.3989601852804818,1.3989601852804818,0.3886000514668005,0.3886000514668005,0.3886000514668005,0.3886000514668005,0.0,-1.3800000184766428,0.007997268093781856,-0.04558442813455657,8.87830821980193
2017/08/23/12:24:46.306981,-0.17,0.222,0.012,-0.226,0.272,-0.044,2017/08/23/12:24:46.309319,0.07060788,-9.72035148,-0.48640984,0.000698132,-0.002094395,-0.005235988,0.1169,0.3032,0.323,2017/08/23/12:24:46.290459,67.02783977,38.29686133,0.203052,179.4994523701901,10,0.0006021185750089831,0.00034402498499820335,1.0066104708376522,1.0066104708376522,0.2796140196771256,0.2796140196771256,0.2796140196771256,0.2796140196771256,0.0,-0.30000001398114484,0.007197541284403669,-0.0495830621814475,3.1171038821303396
2017/08/23/12:24:46.530769,-0.275,0.304,0.021,-0.255,0.279,-0.04,2017/08/23/12:24:46.528738,0.09414384,-9.83803128,-0.50210048,0.003141593,-0.001396263,0.020943951,0.1182,0.3037,0.3217,2017/08/23/12:24:46.526602,67.10870521,38.29436194,0.219419,179.7188713701901,10,0.0006028449982932088,0.0003440025326985268,1.4757409528775707,1.4757409528775707,0.40992804246599185,0.40992804246599185,0.40992804246599185,0.40992804246599185,0.0,1.1999999986288,0.009596721712538227,-0.051182515800203866,358.22966494534
2017/08/23/12:24:46.738138,-0.247,0.243,0.026,-0.291,0.27,-0.021,2017/08/23/12:24:46.740070,0.08629852,-9.83018596,-0.5099458,0.005934119,0.000698132,0.023038346,0.1183,0.3022,0.3206,2017/08/23/12:24:46.730529,67.18088204,38.28769778,0.211332,179.9302033701901,10,0.0006034933708228531,0.0003439426678045275,1.2473779218825383,1.2473779218825383,0.34649386718959396,0.34649386718959396,0.34649386718959396,0.34649386718959396,0.0,1.3199999927621022,0.00879699490316004,-0.051982242609582056,354.72477902264706
2017/08/23/12:24:46.937463,-0.252,0.2,0.068,-0.32,0.272,-0.011,2017/08/23/12:24:46.936110,0.02353596,-9.79880468,-0.55701772,0.01012291,-0.002094395,0.017802358,0.1242,0.3058,0.3158,2017/08/23/12:24:46.926508,67.25652738,38.27422364,0.19604,180.1262433701901,10,0.000604172901365433,0.0003438216280991736,1.1581933517336387,1.1581933517336387,0.3217203754815663,0.3217203754815663,0.3217203754815663,0.3217203754815663,0.0,1.0199999787809573,0.0023991804281345568,-0.056780603465851176,349.90025498286434
2017/08/23/12:24:47.136343,-0.278,0.216,-0.016,-0.336,0.27,-0.014,2017/08/23/12:24:47.138252,0.17259704,-9.78311404,-0.60408964,0.017802358,-0.001745329,0.009424778,0.1292,0.3083,0.3135,2017/08/23/12:24:47.122602,67.33588039,38.2560851,0.202142,180.32838537019012,10,0.0006048857383219547,0.0003436586875673733,1.267384077539244,1.267384077539244,0.35205113264979,0.35205113264979,0.35205113264979,0.35205113264979,0.0,0.540000002247749,0.01759398980632008,-0.06157896432212028,347.12451183681924
2017/08/23/12:24:47.335504,-0.36,0.257,-0.016,-0.337,0.252,-0.007,2017/08/23/12:24:47.333227,-0.07060788,-9.77526872,-0.55701772,0.020594885,0.001047198,0.005235988,0.1292,0.3092,0.3113,2017/08/23/12:24:47.354442,67.43289924,38.23420594,0.194975,180.52336037019012,10,0.0006057572694933525,0.0003434621446280992,1.5923602105051482,1.5923602105051482,0.4423222806958745,0.4423222806958745,0.4423222806958745,0.4423222806958745,0.0,0.30000001398114484,-0.007197541284403669,-0.056780603465851176,347.29155993703165
2017/08/23/12:24:47.534860,-0.341,0.125,0.025,-0.324,0.252,-0.006,2017/08/23/12:24:47.536640,0.21966896,-9.73604212,-0.57270836,0.02687807,-0.001047198,-0.003839724,0.1315,0.3116,0.31,2017/08/23/12:24:47.550537,67.51052698,38.21049996,0.203413,180.72677337019013,10,0.0006064546081566654,0.00034324919116061805,1.3074791623578559,1.3074791623578559,0.3631886562105155,0.3631886562105155,0.3631886562105155,0.3631886562105155,0.0,-0.21999997969509053,0.022392350662589194,-0.05838005708460754,343.01836281691817
2017/08/23/12:24:47.770671,-0.382,0.157,-0.009,-0.311,0.24,0.002,2017/08/23/12:24:47.772174,-0.1176798,-9.83803128,-0.46287388,0.028972466,0.001047198,0.007330383,0.1264,0.3122,0.3082,2017/08/23/12:24:47.786473,67.60446892,38.18723438,0.235534,180.96230737019013,10,0.0006072984991016888,0.00034304019385555153,1.4868174333118376,1.4868174333118376,0.4130048425866215,0.4130048425866215,0.4130048425866215,0.4130048425866215,0.0,0.42000000811444693,-0.011995902140672782,-0.047183881753312944,346.09005783798045
2017/08/23/12:24:47.964355,-0.305,0.203,-0.035,-0.306,0.219,0.004,2017/08/23/12:24:47.967012,0.12552512,-9.85372192,-0.46287388,0.03281219,-0.001396263,0.0286234,0.124,0.3105,0.3106,2017/08/23/12:24:47.950556,67.65932134,38.16865706,0.194838,181.15714537019014,10,0.0006077912445203019,0.0003428733117139777,1.3189665045026733,1.3189665045026733,0.3663795845840759,0.3663795845840759,0.3663795845840759,0.3663795845840759,0.0,1.6400000153147605,0.012795628950050967,-0.047183881753312944,341.28987899246187
2017/08/23/12:24:48.168060,-0.364,0.131,-0.012,-0.273,0.216,0.006,2017/08/23/12:24:48.170395,0.0392266,-9.83018596,-0.37657536,0.0286234,-0.000698132,0.031415927,0.1282,0.3136,0.3105,2017/08/23/12:24:48.186400,67.74476218,38.14479398,0.203383,181.36052837019014,10,0.000608558769134028,0.0003426589469996407,1.3926789723407187,1.3926789723407187,0.38685527009464404,0.38685527009464404,0.38685527009464404,0.38685527009464404,0.0,1.80000002659109,0.003998634046890928,-0.03838688685015291,344.3952915779807
2017/08/23/12:24:48.367433,-0.245,0.08,-0.022,-0.247,0.211,0.018,2017/08/23/12:24:48.365302,0.0,-9.83803128,-0.36088472,0.026529005,-0.004537856,0.034906585,0.1295,0.3147,0.309,2017/08/23/12:24:48.378499,67.80815177,38.12835887,0.194907,181.55543537019014,10,0.0006091282049047789,0.0003425113085698886,0.9278297257579109,0.9278297257579109,0.25773047937719745,0.25773047937719745,0.25773047937719745,0.25773047937719745,0.0,1.9999999977146665,0.0,-0.03678743323139653,345.46489120921893
2017/08/23/12:24:48.565459,-0.087,0.125,0.012,-0.236,0.202,0.019,2017/08/23/12:24:48.568445,-0.10198916,-9.80665,-0.25105024,0.022340214,-0.003839724,0.017104227,0.1319,0.3154,0.3076,2017/08/23/12:24:48.574451,67.86836183,38.11548892,0.203143,181.75857837019015,10,0.0006096690786022278,0.0003423956963708228,0.5482647535634586,0.5482647535634586,0.1522957648787385,0.1522957648787385,0.1522957648787385,0.1522957648787385,0.0,0.9800000189337095,-0.01039644852191641,-0.025591257900101933,347.93454755527483
2017/08/23/12:24:48.789490,-0.116,0.046,-0.023,-0.174,0.211,0.025,2017/08/23/12:24:48.788051,-0.07060788,-9.77526872,-0.21966896,0.014660766,-0.00418879,-0.010821041,0.1315,0.317,0.3061,2017/08/23/12:24:48.770430,67.92705254,38.10260063,0.219606,181.97818437019015,10,0.0006101963038088394,0.0003422799194214876,0.4492361517064271,0.4492361517064271,0.12478781991845198,0.12478781991845198,0.12478781991845198,0.12478781991845198,0.0,-0.6199999792380239,-0.007197541284403669,-0.022392350662589194,347.6146204538682
2017/08/23/12:24:49.000052,-0.056,0.182,-0.032,-0.153,0.202,0.027,2017/08/23/12:24:48.999203,-0.04707192,-9.7674234,-0.16475172,0.006632251,-0.004886922,-0.025132741,0.1292,0.3178,0.3059,2017/08/23/12:24:49.014536,67.99369634,38.09844908,0.211152,182.18933637019015,10,0.0006107949725116781,0.00034224262558390226,0.6855141136402664,0.6855141136402664,0.1904205871222962,0.1904205871222962,0.1904205871222962,0.1904205871222962,0.0,-1.439999986895404,-0.0047983608562691136,-0.016794262996941894,356.435387562501
2017/08/23/12:24:49.198714,-0.083,0.143,-0.023,-0.123,0.197,0.032,2017/08/23/12:24:49.202372,-0.00784532,-9.77526872,-0.13337044,-0.002094395,-0.003839724,-0.015358897,0.1278,0.3182,0.3056,2017/08/23/12:24:49.210449,68.04123513,38.09854269,0.203169,182.39250537019015,10,0.0006112220187747036,0.0003422434664929932,0.5952314507819626,0.5952314507819626,0.16534206966165627,0.16534206966165627,0.16534206966165627,0.16534206966165627,0.0,-0.8799999760761416,-0.0007997268093781854,-0.013595355759429153,0.11282262312621522
2017/08/23/12:24:49.396897,-0.101,0.187,0.0,-0.106,0.206,0.037,2017/08/23/12:24:49.397423,-0.0392266,-9.75173276,-0.09414384,-0.01012291,-0.005235988,0.001745329,0.1292,0.3193,0.3046,2017/08/23/12:24:49.402517,68.08505042,38.10304786,0.195051,182.58755637019016,10,0.0006116156164211283,0.00034228393693855547,0.7651164617233118,0.7651164617233118,0.21253235047869773,0.21253235047869773,0.21253235047869773,0.21253235047869773,0.0,0.09999998556178846,-0.003998634046890928,-0.009596721712538227,5.870628377609705
2017/08/23/12:24:49.595317,-0.125,0.13,-0.015,-0.114,0.198,0.044,2017/08/23/12:24:49.593031,-0.05491724,-9.73604212,-0.10983448,-0.016755161,-0.002792527,0.001396263,0.1277,0.3164,0.3066,2017/08/23/12:24:49.598465,68.12921114,38.11143783,0.195608,182.78316437019015,10,0.0006120123171038447,0.0003423593049766439,0.6492487966873717,0.6492487966873717,0.18034688796871434,0.18034688796871434,0.18034688796871434,0.18034688796871434,0.0,0.07999997699027486,-0.005598087665647298,-0.011196175331294597,10.757257321602163
2017/08/23/12:24:49.793436,-0.21,0.116,0.014,-0.083,0.201,0.037,2017/08/23/12:24:49.795564,-0.03138128,-9.85372192,-0.14121576,-0.025830873,-0.002443461,0.0,0.1294,0.3173,0.3061,2017/08/23/12:24:49.794426,68.17399527,38.11744549,0.202533,182.98569737019014,10,0.0006124146179482574,0.0003424132724577794,0.8636699369550848,0.8636699369550848,0.23990831582085687,0.23990831582085687,0.23990831582085687,0.23990831582085687,0.0,0.0,-0.0031989072375127416,-0.014395082568807338,7.640447988918903
2017/08/23/12:24:50.035012,-0.068,0.169,0.072,-0.082,0.209,0.057,2017/08/23/12:24:50.031126,-0.04707192,-9.83803128,-0.17259704,-0.034557519,0.000349066,0.0143117,0.1288,0.3154,0.3061,2017/08/23/12:24:50.038442,68.2275533,38.12829602,0.235562,183.22125937019013,10,0.0006128957357168523,0.0003425107439813151,0.6558030192062249,0.6558030192062249,0.18216750533506246,0.18216750533506246,0.18216750533506246,0.18216750533506246,0.0,0.8200000076573802,-0.0047983608562691136,-0.01759398980632008,11.452764137806238
2017/08/23/12:24:50.235753,-0.12,0.103,0.084,-0.081,0.216,0.062,2017/08/23/12:24:50.234562,-0.10198916,-9.66543424,-0.22751428,-0.031415927,0.000349066,0.009424778,0.1294,0.3119,0.3112,2017/08/23/12:24:50.242481,68.27130355,38.14131136,0.203436,183.42469537019014,10,0.0006132887491016888,0.00034262766223499825,0.5693124274069555,0.5693124274069555,0.15814234094637653,0.15814234094637653,0.15814234094637653,0.15814234094637653,0.0,0.540000002247749,-0.01039644852191641,-0.02319207747196738,16.567309268546357
2017/08/23/12:24:50.438223,-0.142,0.1,0.055,-0.099,0.222,0.051,2017/08/23/12:24:50.437632,-0.196133,-9.73604212,-0.25889556,-0.029321531,-0.000698132,-0.009075712,0.129,0.3092,0.3132,2017/08/23/12:24:50.442481,68.32654716,38.16567455,0.20307,183.62776537019013,10,0.0006137850086237873,0.0003428465194933525,0.6252403058024971,0.6252403058024971,0.17367786272291585,0.17367786272291585,0.17367786272291585,0.17367786272291585,0.0,-0.5199999936762354,-0.019993170234454637,-0.026390984709480123,23.798137435667588
2017/08/23/12:24:50.637861,-0.046,0.19,0.05,-0.104,0.231,0.039,2017/08/23/12:24:50.640702,-0.13337044,-9.69681552,-0.29027684,-0.027576202,-0.002094395,-0.031066861,0.1281,0.3081,0.3164,2017/08/23/12:24:50.646430,68.37666711,38.17589563,0.20307,183.83083537019013,10,0.0006142352417355372,0.00034293833659719726,0.7037608684773543,0.7037608684773543,0.19548913013259842,0.19548913013259842,0.19548913013259842,0.19548913013259842,0.0,-1.7800000180195763,-0.013595355759429153,-0.02958989194699286,11.52641003546762
2017/08/23/12:24:50.835571,-0.112,0.204,0.029,-0.129,0.234,0.027,2017/08/23/12:24:50.836061,-0.1176798,-9.65758892,-0.32165812,-0.024783675,-0.002792527,-0.034557519,0.1261,0.3076,0.316,2017/08/23/12:24:50.818497,68.41308676,38.1772357,0.195359,184.02619437019013,10,0.0006145624035213798,0.00034295037459575997,0.8378028407686381,0.8378028407686381,0.2327230113246217,0.2327230113246217,0.2327230113246217,0.2327230113246217,0.0,-1.9799999891431532,-0.011995902140672782,-0.032788799184505606,2.107261674675134
