t_DVL,WX,WY,WZ,BX,BY,BZ,t_imu,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,t_filter,PN,PE,Sample period (seconds),Time Since Start of Day (seconds),No of GPS Satellites Available,Latitude (degrees),Longitude (degrees),Velocity (km/hr),Indicated Vehicle Speed (km/hr),Wheel Speed Front Left (rad/sec),Wheel Speed Front Right (rad/sec),Wheel Speed Rear Left (rad/sec),Wheel Speed Rear Right (rad/sec),Steering Angle (degrees),Yaw Rate (deg/sec),Indicated Longitudinal Acceleration (g),Indicated Lateral Acceleration (g),Heading (degrees)
2017/08/23/12:36:26.343466,-0.381,0.276,0.056,-0.381,0.365,0.048,2017/08/23/12:36:26.341276,-0.10983448,-9.65758892,-1.5298374,-0.003490659,0.001047198,-0.020245819,0.0862,0.2717,0.3528,2017/08/23/12:36:26.362460,32.80112278,26.7593757,0.195147,879.531409370192,10,0.0002946561514552641,0.00024038246227093066,1.6936727901221063,1.6936727901221063,0.4704646639228073,0.4704646639228073,0.4704646639228073,0.4704646639228073,0.0,-1.1599999814857729,-0.011196175331294597,-0.15594672782874616,0.5771506019118626
2017/08/23/12:36:26.539702,-0.38,0.32,0.062,-0.364,0.358,0.051,2017/08/23/12:36:26.536699,0.01569064,-9.63405296,-1.58475464,-0.001047198,-0.001047198,-0.010821041,0.0885,0.2733,0.3495,2017/08/23/12:36:26.526496,32.87994312,26.75558832,0.195423,879.726832370192,10,0.00029536420337765,0.0002403484398131513,1.788442898165888,1.788442898165888,0.49678969393496886,0.49678969393496886,0.49678969393496886,0.49678969393496886,0.0,-0.6199999792380239,0.0015994536187563708,-0.16154481549439348,357.2490081772985
2017/08/23/12:36:26.729980,-0.34,0.336,0.051,-0.36,0.366,0.046,2017/08/23/12:36:26.731303,-0.0784532,-9.75173276,-1.569064,-0.001745329,-0.001047198,0.006981317,0.0847,0.2702,0.3548,2017/08/23/12:36:26.722597,32.97902079,26.75353953,0.194604,879.921436370192,10,0.00029625422915918075,0.00024033003530362919,1.7208451876912114,1.7208451876912114,0.4780125521364476,0.4780125521364476,0.4780125521364476,0.4780125521364476,0.0,0.39999999954293336,-0.007997268093781856,-0.1599453618756371,358.8153708840744
2017/08/23/12:36:26.931907,-0.287,0.273,0.057,-0.341,0.371,0.057,2017/08/23/12:36:26.934272,-0.1176798,-9.71250616,-1.53768272,0.001396263,-0.002094395,0.006632251,0.0827,0.2701,0.3558,2017/08/23/12:36:26.918507,33.07929034,26.75333077,0.202969,880.1244053701921,10,0.00029715496173194397,0.00024032815998922027,1.4259726785601468,1.4259726785601468,0.396103521822263,0.396103521822263,0.396103521822263,0.396103521822263,0.0,0.37999999097141973,-0.011995902140672782,-0.15674645463812437,359.88071104688584
2017/08/23/12:36:27.128082,-0.303,0.338,0.084,-0.326,0.366,0.057,2017/08/23/12:36:27.129223,-0.10983448,-9.6889702,-1.5298374,0.001396263,-0.001396263,-0.004886922,0.0821,0.2698,0.3557,2017/08/23/12:36:27.110600,33.17749655,26.75667317,0.194951,880.319356370192,10,0.0002980371590909091,0.00024035818514193315,1.6341502011749103,1.6341502011749103,0.4539306114374751,0.4539306114374751,0.4539306114374751,0.4539306114374751,0.0,-0.2800000054096313,-0.011196175331294597,-0.15594672782874616,1.949281226794096
2017/08/23/12:36:27.355944,-0.31,0.214,0.07,-0.324,0.378,0.062,2017/08/23/12:36:27.356992,-0.0392266,-9.69681552,-1.54552804,-0.002443461,-0.002094395,0.006981317,0.083,0.2704,0.3572,2017/08/23/12:36:27.346483,33.29854716,26.7617265,0.227769,880.547125370192,10,0.0002991245702479339,0.00024040357977003237,1.3560870768501556,1.3560870768501556,0.37669085468059876,0.37669085468059876,0.37669085468059876,0.37669085468059876,0.0,0.39999999954293336,-0.003998634046890928,-0.15754618144750254,2.3904585614602305
2017/08/23/12:36:27.551138,-0.249,0.254,0.057,-0.322,0.367,0.071,2017/08/23/12:36:27.553687,-0.08629852,-9.64189828,-1.54552804,-0.005585054,-0.003141593,0.000698132,0.0848,0.271,0.3549,2017/08/23/12:36:27.550453,33.39591816,26.76873516,0.196695,880.743820370192,10,0.0002999992648221344,0.00024046653934602945,1.2804922178599916,1.2804922178599916,0.35569228273888653,0.35569228273888653,0.35569228273888653,0.35569228273888653,0.0,0.040000017143027186,-0.00879699490316004,-0.15754618144750254,4.11698847598624
2017/08/23/12:36:27.747653,-0.292,0.305,0.051,-0.312,0.372,0.075,2017/08/23/12:36:27.746966,-0.10198916,-9.63405296,-1.55337336,-0.00837758,-0.002792527,-0.012566371,0.0836,0.2693,0.3556,2017/08/23/12:36:27.746456,33.49194684,26.77440878,0.193279,880.937099370192,10,0.00030086190118577073,0.000240517506108516,1.520074156085814,1.520074156085814,0.4222428211349483,0.4222428211349483,0.4222428211349483,0.4222428211349483,0.0,-0.7200000220955918,-0.01039644852191641,-0.15834590825688072,3.3812504735448647
2017/08/23/12:36:27.937944,-0.25,0.314,0.08,-0.312,0.37,0.082,2017/08/23/12:36:27.933915,-0.0784532,-9.61836232,-1.569064,-0.00837758,0.0,-0.010821041,0.0826,0.2705,0.3562,2017/08/23/12:36:27.942515,33.5876585,26.78201231,0.186949,881.124048370192,10,0.0003017216897233202,0.00024058580946819977,1.4449235827544653,1.4449235827544653,0.40136766187624034,0.40136766187624034,0.40136766187624034,0.40136766187624034,0.0,-0.6199999792380239,-0.007997268093781856,-0.1599453618756371,4.54215468420936
2017/08/23/12:36:28.128433,-0.322,0.315,0.037,-0.3,0.367,0.073,2017/08/23/12:36:28.128974,-0.13337044,-9.6497436,-1.57690932,-0.01012291,-0.001047198,-0.000349066,0.0816,0.2682,0.3576,2017/08/23/12:36:28.142598,33.6950563,26.79488376,0.195059,881.319107370192,10,0.0003026864561624146,0.00024070143514193319,1.621635174754174,1.621635174754174,0.45045421520949275,0.45045421520949275,0.45045421520949275,0.45045421520949275,0.0,-0.020000008571513593,-0.013595355759429153,-0.16074508868501527,6.8342081590590835
2017/08/23/12:36:28.318953,-0.318,0.339,0.026,-0.311,0.36,0.067,2017/08/23/12:36:28.315862,-0.13337044,-9.66543424,-1.569064,-0.012566371,0.000349066,0.011868239,0.0802,0.2675,0.3593,2017/08/23/12:36:28.306572,33.77648067,26.79763225,0.186888,881.505995370192,10,0.0003034179003772907,0.00024072612513474667,1.6733030807358242,1.6733030807358242,0.4648064113155067,0.4648064113155067,0.4648064113155067,0.4648064113155067,0.0,0.6800000049525646,-0.013595355759429153,-0.1599453618756371,1.9332923020229564
2017/08/23/12:36:28.559852,-0.159,0.298,0.064,-0.314,0.346,0.075,2017/08/23/12:36:28.560076,-0.22751428,-9.6889702,-1.58475464,-0.012915436,-0.001047198,0.009773844,0.0828,0.2671,0.3597,2017/08/23/12:36:28.560098,33.89309936,26.80498134,0.244214,881.750209370192,10,0.0003044654991016888,0.00024079214283147682,1.2159529596164482,1.2159529596164482,0.33776471100456895,0.33776471100456895,0.33776471100456895,0.33776471100456895,0.0,0.5600000108192627,-0.02319207747196738,-0.16154481549439348,3.605903703823047
2017/08/23/12:36:28.748526,-0.24,0.37,0.07,-0.317,0.344,0.077,2017/08/23/12:36:28.746659,-0.14121576,-9.6889702,-1.60044528,-0.012566371,0.000349066,0.007330383,0.0835,0.2664,0.3607,2017/08/23/12:36:28.731349,33.98502478,26.80894799,0.186583,881.936792370192,10,0.00030529127542220627,0.0002408277756916996,1.5876775491263961,1.5876775491263961,0.4410215414239989,0.4410215414239989,0.4410215414239989,0.4410215414239989,0.0,0.42000000811444693,-0.014395082568807338,-0.16314426911314983,2.470822563216686
2017/08/23/12:36:28.938812,-0.361,0.296,0.077,-0.324,0.349,0.083,2017/08/23/12:36:28.941971,-0.14121576,-9.68112488,-1.61613592,-0.00837758,-0.000349066,-0.008726646,0.0845,0.2655,0.3608,2017/08/23/12:36:28.930449,34.07834854,26.81224675,0.195312,882.132104370192,10,0.0003061296131872081,0.00024085740882141574,1.6806140306447521,1.6806140306447521,0.4668372307346534,0.4668372307346534,0.4668372307346534,0.4668372307346534,0.0,-0.49999998510472177,-0.014395082568807338,-0.1647437227319062,2.0244187277333996
2017/08/23/12:36:29.129570,-0.349,0.254,0.101,-0.336,0.374,0.072,2017/08/23/12:36:29.128544,-0.10198916,-9.6497436,-1.60044528,-0.002443461,-0.004886922,-0.009075712,0.0822,0.2655,0.3607,2017/08/23/12:36:29.134436,34.17187973,26.81510993,0.186573,882.318677370192,10,0.00030696981431908014,0.00024088312908731582,1.5539203068368725,1.5539203068368725,0.43164452967690903,0.43164452967690903,0.43164452967690903,0.43164452967690903,0.0,-0.5199999936762354,-0.01039644852191641,-0.16314426911314983,1.7533928071965985
2017/08/23/12:36:29.331571,-0.3,0.345,0.075,-0.344,0.353,0.065,2017/08/23/12:36:29.331632,-0.14906108,-9.65758892,-1.6082906,0.001745329,-0.003141593,0.002443461,0.0817,0.2652,0.3617,2017/08/23/12:36:29.346451,34.27161586,26.81973215,0.203088,882.5217653701919,10,0.00030786575512037367,0.0002409246510061085,1.6458930706458421,1.6458930706458421,0.45719251962384505,0.45719251962384505,0.45719251962384505,0.45719251962384505,0.0,0.14000000270481566,-0.015194809378185525,-0.163943995922528,2.653445021821235
2017/08/23/12:36:29.527826,-0.298,0.234,0.069,-0.347,0.359,0.062,2017/08/23/12:36:29.526671,-0.13337044,-9.67327956,-1.59259996,0.004537856,0.000349066,0.00418879,0.0837,0.2653,0.3612,2017/08/23/12:36:29.542459,34.36863477,26.82015819,0.195039,882.7168043701919,10,0.00030873728683075816,0.00024092847817103844,1.364015249181621,1.364015249181621,0.3788931247726725,0.3788931247726725,0.3788931247726725,0.3788931247726725,0.0,0.23999998826660413,-0.013595355759429153,-0.16234454230377166,0.2516018475114292
2017/08/23/12:36:29.754851,-0.295,0.329,0.06,-0.357,0.353,0.063,2017/08/23/12:36:29.754440,-0.08629852,-9.70466084,-1.58475464,0.010471976,-0.001047198,-0.005235988,0.0812,0.2662,0.3605,2017/08/23/12:36:29.774436,34.49087847,26.82190685,0.227769,882.9445733701918,10,0.00030983541564858066,0.00024094418657923106,1.590800854915536,1.590800854915536,0.44188912636542665,0.44188912636542665,0.44188912636542665,0.44188912636542665,0.0,-0.30000001398114484,-0.00879699490316004,-0.16154481549439348,0.8195432959456467
2017/08/23/12:36:29.951555,-0.279,0.251,0.045,-0.359,0.355,0.064,2017/08/23/12:36:29.949347,-0.09414384,-9.68112488,-1.55337336,0.012915436,-0.000698132,-0.009075712,0.0824,0.2676,0.3581,2017/08/23/12:36:29.938630,34.56655771,26.81985802,0.194907,883.1394803701918,10,0.00031051525071864894,0.00024092578171038448,1.3510411984835993,1.3510411984835993,0.3752892218009998,0.3752892218009998,0.3752892218009998,0.3752892218009998,0.0,-0.5199999936762354,-0.009596721712538227,-0.15834590825688072,358.4492359405604
2017/08/23/12:36:30.147392,-0.373,0.373,0.06,-0.367,0.367,0.064,2017/08/23/12:36:30.144624,-0.10198916,-9.69681552,-1.5298374,0.017802358,0.002094395,-0.004537856,0.0823,0.2683,0.3578,2017/08/23/12:36:30.134453,34.66644941,26.81846347,0.195277,883.3347573701918,10,0.0003114125890226374,0.00024091325431189366,1.899005971554592,1.899005971554592,0.5275016587651644,0.5275016587651644,0.5275016587651644,0.5275016587651644,0.0,-0.2599999968381177,-0.01039644852191641,-0.15594672782874616,359.20016739127556
2017/08/23/12:36:30.337140,-0.291,0.428,0.077,-0.376,0.371,0.066,2017/08/23/12:36:30.339650,-0.03138128,-9.71250616,-1.47492016,0.02268928,0.002094395,-0.000698132,0.0805,0.2692,0.3564,2017/08/23/12:36:30.330437,34.76765094,26.81799572,0.195026,883.5297833701918,10,0.00031232169367588936,0.0002409090524613726,1.8632043366201143,1.8632043366201143,0.5175567601722539,0.5175567601722539,0.5175567601722539,0.5175567601722539,0.0,-0.040000017143027186,-0.0031989072375127416,-0.15034864016309887,359.7351827583026
2017/08/23/12:36:30.528404,-0.385,0.404,0.06,-0.38,0.369,0.07,2017/08/23/12:36:30.526316,-0.04707192,-9.71250616,-1.4121576,0.026529005,0.002443461,0.01850049,0.0805,0.2714,0.3557,2017/08/23/12:36:30.526482,34.87187054,26.81706074,0.186666,883.7164493701918,10,0.0003132579099892203,0.00024090065343154867,2.0090483717422036,2.0090483717422036,0.5580689921506121,0.5580689921506121,0.5580689921506121,0.5580689921506121,0.0,1.0599999959239845,-0.0047983608562691136,-0.14395082568807338,359.4859990748003
2017/08/23/12:36:30.716896,-0.332,0.271,0.089,-0.365,0.39,0.062,2017/08/23/12:36:30.713205,-0.0784532,-9.70466084,-1.40431228,0.027227136,0.000349066,0.015009832,0.0824,0.2741,0.3533,2017/08/23/12:36:30.718613,34.97618341,26.81550973,0.186889,883.9033383701917,10,0.0003141949641573841,0.00024088672053539345,1.5428215710185025,1.5428215710185025,0.4285615475051396,0.4285615475051396,0.4285615475051396,0.4285615475051396,0.0,0.8600000248004075,-0.007997268093781856,-0.1431510988786952,359.1481417495681
2017/08/23/12:36:30.943588,-0.294,0.379,0.024,-0.379,0.411,0.071,2017/08/23/12:36:30.940878,-0.16475172,-9.69681552,-1.35724036,0.026179939,0.000698132,0.00418879,0.0846,0.2758,0.3525,2017/08/23/12:36:30.925725,35.10559302,26.81973094,0.227673,884.1310113701917,10,0.0003153574651455264,0.0002409246401365433,1.726788325186385,1.726788325186385,0.47966342366288467,0.47966342366288467,0.47966342366288467,0.47966342366288467,0.0,0.23999998826660413,-0.016794262996941894,-0.1383527380224261,1.8682676928711526
2017/08/23/12:36:31.140070,-0.296,0.422,0.088,-0.371,0.408,0.067,2017/08/23/12:36:31.143995,-0.12552512,-9.64189828,-1.30232312,0.027227136,0.001047198,-0.005585054,0.0867,0.2793,0.3491,2017/08/23/12:36:31.122641,35.21711151,26.8243244,0.203117,884.3341283701917,10,0.00031635924820337766,0.00024096590370104203,1.8556594515158218,1.8556594515158218,0.5154609587543949,0.5154609587543949,0.5154609587543949,0.5154609587543949,0.0,-0.32000002255265847,-0.012795628950050967,-0.1327546503567788,2.3586867077662292
2017/08/23/12:36:31.341998,-0.182,0.317,0.064,-0.369,0.422,0.055,2017/08/23/12:36:31.339045,-0.04707192,-9.66543424,-1.26309652,0.027925268,0.003141593,-0.018151424,0.0841,0.2802,0.3482,2017/08/23/12:36:31.326609,35.3257516,26.82950471,0.19505,884.5291783701917,10,0.00031733517427236794,0.00024101243900467121,1.315912033534157,1.315912033534157,0.3655311204261547,0.3655311204261547,0.3655311204261547,0.3655311204261547,0.0,-1.0399999873524708,-0.0047983608562691136,-0.12875601630988787,2.7299798326087203
2017/08/23/12:36:31.537426,-0.333,0.432,0.067,-0.354,0.431,0.053,2017/08/23/12:36:31.534225,-0.05491724,-9.70466084,-1.18464332,0.026529005,0.003839724,-0.015009832,0.081,0.2822,0.3471,2017/08/23/12:36:31.542433,35.43428573,26.83675083,0.19518,884.7243583701918,10,0.00031831014849083723,0.00024107753171038448,1.963611081655428,1.963611081655428,0.5454475226820633,0.5454475226820633,0.5454475226820633,0.5454475226820633,0.0,-0.8600000248004075,-0.005598087665647298,-0.12075874821610601,3.819599237865905
2017/08/23/12:36:31.727263,-0.334,0.371,0.042,-0.354,0.418,0.054,2017/08/23/12:36:31.728994,-0.07060788,-9.70466084,-1.16110736,0.02443461,0.001745329,-0.007679449,0.0818,0.2838,0.3447,2017/08/23/12:36:31.734445,35.54282439,26.8476714,0.194769,884.9191273701917,10,0.0003192851634028027,0.0002411756324110672,1.7971068749520716,1.7971068749520716,0.4991963541533532,0.4991963541533532,0.4991963541533532,0.4991963541533532,0.0,-0.4400000166859605,-0.007197541284403669,-0.11835956778797144,5.745454327041972
2017/08/23/12:36:31.916545,-0.439,0.424,0.036,-0.347,0.424,0.047,2017/08/23/12:36:31.915994,-0.05491724,-9.69681552,-1.0983448,0.023038346,0.002792527,-0.000349066,0.0828,0.2853,0.3437,2017/08/23/12:36:31.930469,35.64924997,26.85686522,0.187,885.1061273701918,10,0.00032024119628099176,0.00024125822152353576,2.1971711631095108,2.1971711631095108,0.6103253230859752,0.6103253230859752,0.6103253230859752,0.6103253230859752,0.0,-0.020000008571513593,-0.005598087665647298,-0.11196175331294597,4.937370693794312
2017/08/23/12:36:32.148787,-0.321,0.287,0.082,-0.35,0.423,0.047,2017/08/23/12:36:32.151589,-0.09414384,-9.70466084,-1.03558224,0.019547688,-0.001396263,0.016057029,0.0811,0.2866,0.3431,2017/08/23/12:36:32.166424,35.78199099,26.86929687,0.235595,885.3417223701917,10,0.00032143362369744876,0.00024136989642472152,1.5501334136131637,1.5501334136131637,0.43059261489254547,0.43059261489254547,0.43059261489254547,0.43059261489254547,0.0,0.9199999932191688,-0.009596721712538227,-0.10556393883792049,5.350339366123648
2017/08/23/12:36:32.350626,-0.288,0.419,0.013,-0.345,0.425,0.051,2017/08/23/12:36:32.346766,-0.12552512,-9.73604212,-1.01204628,0.013264502,-0.002443461,0.021642083,0.0823,0.2872,0.3415,2017/08/23/12:36:32.370562,35.88831092,26.88037989,0.195177,885.5368993701917,10,0.00032238870750988147,0.00024146945643190802,1.8303619314223076,1.8303619314223076,0.5084338698395299,0.5084338698395299,0.5084338698395299,0.5084338698395299,0.0,1.2400000157718272,-0.012795628950050967,-0.10316475840978594,5.951142490606274
2017/08/23/12:36:32.552238,-0.275,0.197,0.061,-0.353,0.414,0.044,2017/08/23/12:36:32.549950,-0.14906108,-9.7674234,-0.98851032,0.005585054,-0.002443461,-0.003141593,0.0824,0.2879,0.3414,2017/08/23/12:36:32.566618,35.99437208,26.89248823,0.203184,885.7400833701917,10,0.0003233414667624865,0.00024157822700323394,1.2178114139718021,1.2178114139718021,0.3382809483255006,0.3382809483255006,0.3382809483255006,0.3382809483255006,0.0,-0.18000001984784283,-0.015194809378185525,-0.10076557798165138,6.512903844219372
2017/08/23/12:36:32.747266,-0.333,0.28,0.116,-0.357,0.413,0.047,2017/08/23/12:36:32.745074,-0.1176798,-9.75957808,-0.980665,0.003141593,-0.002443461,-0.016406095,0.0832,0.2886,0.3408,2017/08/23/12:36:32.758504,36.09981914,26.90117701,0.195124,885.9352073701916,10,0.000324288709486166,0.00024165627928494432,1.5662648051973844,1.5662648051973844,0.43507355699927347,0.43507355699927347,0.43507355699927347,0.43507355699927347,0.0,-0.9400000017906823,-0.011995902140672782,-0.09996585117227319,4.7104991788651285
2017/08/23/12:36:32.936420,-0.28,0.333,0.037,-0.358,0.408,0.045,2017/08/23/12:36:32.939914,-0.21182364,-9.71250616,-0.96497436,-0.000349066,-0.002443461,-0.025830873,0.0798,0.2885,0.3401,2017/08/23/12:36:32.954502,36.20592723,26.90866417,0.19484,886.1300473701916,10,0.0003252418903162055,0.00024172353727991379,1.5662648051973844,1.5662648051973844,0.43507355699927347,0.43507355699927347,0.43507355699927347,0.43507355699927347,0.0,-1.4800000040384313,-0.02159262385321101,-0.09836639755351682,4.036193919568275
2017/08/23/12:36:33.131197,-0.353,0.425,0.121,-0.362,0.411,0.052,2017/08/23/12:36:33.134893,-0.13337044,-9.79095936,-0.96497436,0.000698132,0.000349066,-0.026179939,0.0803,0.2886,0.3396,2017/08/23/12:36:33.150500,36.31108342,26.91512613,0.194979,886.3250263701916,10,0.00032618652012217033,0.00024178158578871722,1.9889275099912516,1.9889275099912516,0.5524798638864588,0.5524798638864588,0.5524798638864588,0.5524798638864588,0.0,-1.5000000126099449,-0.013595355759429153,-0.09836639755351682,3.5164648612803915
2017/08/23/12:36:33.365601,-0.296,0.375,0.066,-0.373,0.405,0.049,2017/08/23/12:36:33.362702,-0.03138128,-9.77526872,-0.9414384,0.003839724,-0.000698132,-0.0143117,0.078,0.2891,0.3402,2017/08/23/12:36:33.346529,36.41905914,26.92130815,0.227809,886.5528353701916,10,0.0003271564780812073,0.0002418371195652174,1.7198846938094425,1.7198846938094425,0.4777457482804007,0.4777457482804007,0.4777457482804007,0.4777457482804007,0.0,-0.8200000076573802,-0.0031989072375127416,-0.09596721712538225,3.276823605156958
2017/08/23/12:36:33.560487,-0.36,0.396,0.082,-0.39,0.387,0.052,2017/08/23/12:36:33.557747,-0.07060788,-9.81449532,-0.9414384,0.005934119,-0.002443461,0.005235988,0.0772,0.2895,0.3388,2017/08/23/12:36:33.550545,36.52663293,26.92539627,0.195045,886.7478803701916,10,0.00032812282545813866,0.00024187384360402443,1.9266425096524782,1.9266425096524782,0.5351784749034662,0.5351784749034662,0.5351784749034662,0.5351784749034662,0.0,0.30000001398114484,-0.007197541284403669,-0.09596721712538225,2.176360604596738
2017/08/23/12:36:33.760550,-0.202,0.306,0.095,-0.405,0.38,0.058,2017/08/23/12:36:33.760701,-0.04707192,-9.79095936,-0.92574776,0.00837758,-0.002094395,0.005934119,0.0792,0.2902,0.3385,2017/08/23/12:36:33.742499,36.6333125,26.92461904,0.202954,886.9508343701916,10,0.0003290811399568811,0.00024186686166007904,1.3199781816378633,1.3199781816378633,0.3666606060105176,0.3666606060105176,0.3666606060105176,0.3666606060105176,0.0,0.33999997382839253,-0.0047983608562691136,-0.09436776350662589,359.58257039462876
2017/08/23/12:36:33.961701,-0.408,0.314,0.047,-0.415,0.377,0.062,2017/08/23/12:36:33.963782,-0.0784532,-9.78311404,-0.91005712,0.00837758,-0.001396263,0.011868239,0.0788,0.2909,0.3383,2017/08/23/12:36:33.942572,36.74171269,26.92078478,0.203081,887.1539153701916,10,0.00033005491097736254,0.00024183241807402086,1.8534232112499291,1.8534232112499291,0.5148397809027581,0.5148397809027581,0.5148397809027581,0.5148397809027581,0.0,0.6800000049525646,-0.007997268093781856,-0.09276830988786952,357.97421604904787
2017/08/23/12:36:34.156738,-0.358,0.177,0.046,-0.433,0.363,0.065,2017/08/23/12:36:34.158845,-0.04707192,-9.72035148,-0.91790244,0.011170107,-0.002792527,0.006283185,0.0845,0.2921,0.3348,2017/08/23/12:36:34.174423,36.87696651,26.91629473,0.195063,887.3489783701916,10,0.0003312699111570248,0.00024179208345310817,1.4377166897549738,1.4377166897549738,0.3993657471541594,0.3993657471541594,0.3993657471541594,0.3993657471541594,0.0,0.35999998239990616,-0.0047983608562691136,-0.0935680366972477,358.09863801246735
2017/08/23/12:36:34.352092,-0.351,0.336,0.063,-0.418,0.356,0.063,2017/08/23/12:36:34.354100,-0.14906108,-9.79880468,-0.91790244,0.008726646,-0.001745329,0.011868239,0.083,0.2928,0.3353,2017/08/23/12:36:34.370431,36.9870676,26.90580995,0.195255,887.5442333701916,10,0.00033225896155228174,0.0002416978975026949,1.7492332949037988,1.7492332949037988,0.4858981374732774,0.4858981374732774,0.4858981374732774,0.4858981374732774,0.0,0.6800000049525646,-0.015194809378185525,-0.0935680366972477,354.56020333054465
2017/08/23/12:36:34.584538,-0.295,0.261,0.042,-0.408,0.353,0.061,2017/08/23/12:36:34.581785,-0.0784532,-9.74388744,-0.91790244,0.01012291,-0.003490659,0.011519173,0.0849,0.2946,0.3343,2017/08/23/12:36:34.602427,37.12059588,26.89725736,0.227685,887.7719183701915,10,0.00033345846101329505,0.00024162106863097378,1.4179887728751592,1.4179887728751592,0.3938857702430998,0.3938857702430998,0.3938857702430998,0.3938857702430998,0.0,0.6599999963810511,-0.007997268093781856,-0.0935680366972477,356.3351670305048
2017/08/23/12:36:34.781441,-0.337,0.296,0.008,-0.397,0.343,0.074,2017/08/23/12:36:34.784543,-0.08629852,-9.79880468,-0.87867584,0.012566371,-0.003490659,0.001745329,0.0853,0.2957,0.3334,2017/08/23/12:36:34.766436,37.19942021,26.88886636,0.202758,887.9746763701916,10,0.0003341665487782968,0.0002415456913402803,1.6147314327775997,1.6147314327775997,0.4485365091048888,0.4485365091048888,0.4485365091048888,0.4485365091048888,0.0,0.09999998556178846,-0.00879699490316004,-0.08956940265035677,353.9236386943232
2017/08/23/12:36:34.980275,-0.286,0.389,0.064,-0.387,0.347,0.082,2017/08/23/12:36:34.979656,-0.02353596,-9.80665,-0.8237586,0.006632251,-0.001745329,-0.016057029,0.0821,0.2949,0.3339,2017/08/23/12:36:34.962559,37.30211679,26.88104593,0.195113,888.1697893701916,10,0.00033508908363277036,0.00024147543954365793,1.7381588880191592,1.7381588880191592,0.4828219133386553,0.4828219133386553,0.4828219133386553,0.4828219133386553,0.0,-0.9199999932191688,-0.0023991804281345568,-0.08397131498470947,355.6452833419741
2017/08/23/12:36:35.181415,-0.354,0.255,0.059,-0.369,0.337,0.084,2017/08/23/12:36:35.182817,-0.05491724,-9.78311404,-0.81591328,0.006283185,-0.003839724,-0.010821041,0.083,0.2969,0.3318,2017/08/23/12:36:35.198448,37.42895061,26.87510651,0.203161,888.3729503701916,10,0.0003362284460114984,0.00024142208507006827,1.5706111421991122,1.5706111421991122,0.4362808728330867,0.4362808728330867,0.4362808728330867,0.4362808728330867,0.0,-0.6199999792380239,-0.005598087665647298,-0.08317158817533128,357.3188911649251
2017/08/23/12:36:35.376794,-0.298,0.274,0.046,-0.363,0.338,0.096,2017/08/23/12:36:35.377843,0.02353596,-9.7674234,-0.80022264,0.001396263,-0.002443461,0.030717795,0.0815,0.2959,0.3329,2017/08/23/12:36:35.394431,37.52700483,26.87020457,0.195026,888.5679763701916,10,0.0003371092780273087,0.00024137805039525692,1.45735541306848,1.45735541306848,0.4048209480745778,0.4048209480745778,0.4048209480745778,0.4048209480745778,0.0,1.7600000094480626,0.0023991804281345568,-0.08157213455657492,357.1380441671024
2017/08/23/12:36:35.565931,-0.28,0.36,0.05,-0.347,0.337,0.106,2017/08/23/12:36:35.564695,-0.05491724,-9.72035148,-0.80022264,-0.00418879,-0.003141593,0.053756141,0.0843,0.296,0.332,2017/08/23/12:36:35.546552,37.6002561,26.86730049,0.186852,888.7548283701916,10,0.00033776730237154154,0.00024135196272008624,1.6418526121427588,1.6418526121427588,0.4560701700396552,0.4560701700396552,0.4560701700396552,0.4560701700396552,0.0,3.0800000022101646,-0.005598087665647298,-0.08157213455657492,357.7296716696104
2017/08/23/12:36:35.797796,-0.313,0.198,0.064,-0.333,0.348,0.109,2017/08/23/12:36:35.801709,-0.25889556,-9.7281968,-0.80022264,-0.010471976,-0.005235988,0.058992129,0.0899,0.2955,0.3314,2017/08/23/12:36:35.782480,37.72167587,26.86677218,0.237014,888.9918423701916,10,0.0003388580297340999,0.00024134721685231767,1.3333274466536718,1.3333274466536718,0.3703687351815755,0.3703687351815755,0.3703687351815755,0.3703687351815755,0.0,3.3800000161913095,-0.026390984709480123,-0.08157213455657492,359.75070169996013
2017/08/23/12:36:35.987300,-0.289,0.31,0.057,-0.312,0.357,0.103,2017/08/23/12:36:35.987567,-0.3138128,-9.67327956,-0.81591328,-0.019198622,-0.004537856,0.031415927,0.0943,0.2962,0.3301,2017/08/23/12:36:35.986434,37.81715783,26.87035828,0.185858,889.1777003701917,10,0.00033971575485088035,0.000241379431189364,1.525741839237556,1.525741839237556,0.42381717756598775,0.42381717756598775,0.42381717756598775,0.42381717756598775,0.0,1.80000002659109,-0.03198907237512742,-0.08317158817533128,2.150897046355475
2017/08/23/12:36:36.176925,-0.255,0.395,0.108,-0.289,0.364,0.102,2017/08/23/12:36:36.174263,-0.34519408,-9.70466084,-0.8629852,-0.02443461,-0.003490659,-0.011170107,0.0918,0.2933,0.3332,2017/08/23/12:36:36.182485,37.91171925,26.8778808,0.186696,889.3643963701917,10,0.00034056521065397053,0.00024144700682716494,1.6925743705964593,1.6925743705964593,0.4701595473879054,0.4701595473879054,0.4701595473879054,0.4701595473879054,0.0,-0.6399999878095375,-0.03518797961264016,-0.08796994903160041,4.54839696430717
