t_DVL,WX,WY,WZ,t_filter,PN,PE
t_DVL,WX,WY,WZ,t_filter,PN,PE
08:27.5,-0.358,0.284,0.076,08:27.5,93.67158531,-1.085884252
08:27.7,-0.416,0.403,0.041,08:27.7,93.57026057,-1.071667444
08:27.9,-0.324,0.326,0.065,08:27.9,93.44404444,-1.057448188
08:28.1,-0.365,0.41,0.067,08:28.1,93.34269745,-1.045052258
08:28.3,-0.441,0.432,0.071,08:28.3,93.21934536,-1.032925787
08:28.5,-0.417,0.274,0.044,08:28.5,93.11855191,-1.025116997
08:28.7,-0.324,0.336,0.041,08:28.7,93.01561636,-1.019766762
08:28.9,-0.427,0.387,0.064,08:28.9,92.91681892,-1.018032861
08:29.2,-0.362,0.368,0.071,08:29.2,92.79159819,-1.019048176
08:29.4,-0.302,0.292,0.041,08:29.4,92.69147427,-1.024142849
08:29.6,-0.416,0.448,-0.009,08:29.6,92.56970263,-1.02894091
08:29.8,-0.317,0.401,0.03,08:29.8,92.47243324,-1.035006382
08:30.0,-0.538,0.491,0.026,08:30.0,92.37311507,-1.042248313
08:30.2,-0.352,0.431,0.04,08:30.2,92.24795304,-1.050282604
08:30.4,-0.224,0.395,0.027,08:30.5,92.12559388,-1.062032523
08:30.7,-0.323,0.376,0.025,08:30.7,92.02083872,-1.062528937
08:30.9,-0.367,0.329,0.093,08:30.9,91.9199684,-1.066552472
08:31.1,-0.4,0.335,0.086,08:31.1,91.8180433,-1.070974537
08:31.3,-0.386,0.381,0.08,08:31.3,91.71566867,-1.071529166
08:31.5,-0.39,0.464,0.062,08:31.5,91.58551165,-1.070963934
08:31.7,-0.417,0.294,0.059,08:31.7,91.4844692,-1.071363928
08:31.9,-0.408,0.463,0.04,08:31.9,91.38356149,-1.068401313
08:32.1,-0.351,0.564,0.055,08:32.1,91.28544378,-1.065112357
08:32.3,-0.461,0.327,0.067,08:32.3,91.18712312,-1.061543873
08:32.5,-0.395,0.47,0.099,08:32.5,91.06188614,-1.056182304
08:32.8,-0.463,0.32,0.065,08:32.8,90.93719753,-1.04978236
08:33.0,-0.36,0.406,0.014,08:33.0,90.83795885,-1.041727126
08:33.2,-0.362,0.454,0.088,08:33.2,90.73626634,-1.030274305
08:33.4,-0.502,0.33,0.078,08:33.4,90.63541576,-1.020527497
08:33.6,-0.449,0.404,0.088,08:33.6,90.53571033,-1.010066643
08:33.8,-0.359,0.398,0.092,08:33.8,90.41041674,-0.998143062
08:34.0,-0.428,0.318,0.069,08:34.0,90.31100051,-0.986259168
08:34.2,-0.485,0.406,0.062,08:34.2,90.18691571,-0.973844141
08:34.4,-0.407,0.45,0.098,08:34.4,90.08583004,-0.963111537
08:34.7,-0.316,0.329,0.107,08:34.6,89.98534388,-0.952762239
08:34.9,-0.468,0.409,0.051,08:34.9,89.85626028,-0.944443877
08:35.1,-0.542,0.401,0.091,08:35.1,89.72905303,-0.935229724
08:35.3,-0.408,0.351,0.064,08:35.3,89.62528077,-0.929547141
08:35.5,-0.442,0.361,0.041,08:35.5,89.51937708,-0.928398932
08:35.7,-0.429,0.36,0.059,08:35.7,89.41518605,-0.929010879
08:35.9,-0.413,0.427,0.08,08:35.9,89.31054768,-0.929418627
08:36.2,-0.42,0.418,0.028,08:36.1,89.17817241,-0.929933815
08:36.4,-0.336,0.516,0.066,08:36.4,89.04687655,-0.933060079
08:36.6,-0.479,0.499,0.024,08:36.6,88.94235208,-0.937096291
08:36.8,-0.487,0.449,0.003,08:36.8,88.83930358,-0.943168502
08:37.0,-0.339,0.465,0.043,08:37.0,88.73715196,-0.94865235
08:37.2,-0.371,0.406,0.018,08:37.2,88.60856362,-0.952345196
08:37.4,-0.398,0.427,0.037,08:37.5,88.48285308,-0.955427453
08:37.6,-0.389,0.396,0.079,08:37.7,88.38236982,-0.958107158
08:37.8,-0.404,0.494,0.081,08:37.8,88.2795009,-0.958197678
08:38.1,-0.456,0.36,0.08,08:38.0,88.17704769,-0.958452423
08:38.3,-0.483,0.377,0.065,08:38.3,88.07617877,-0.958196128
08:38.5,-0.429,0.291,0.044,08:38.5,87.92658579,-0.954510984
08:38.7,-0.421,0.473,0.032,08:38.7,87.85058171,-0.953143921
08:38.9,-0.409,0.463,0.061,08:38.9,87.72705984,-0.948744143
08:39.1,-0.432,0.377,0.079,08:39.1,87.6270631,-0.943900451
08:39.3,-0.372,0.348,0.077,08:39.3,87.52613044,-0.939154953
08:39.6,-0.406,0.282,0.092,08:39.6,87.40175107,-0.932174519
08:39.8,-0.463,0.367,0.078,08:39.8,87.30159759,-0.922932097
08:40.0,-0.335,0.256,0.083,08:40.0,87.17847582,-0.914873112
08:40.2,-0.476,0.355,0.077,08:40.2,87.07739703,-0.906157507
08:40.4,-0.473,0.377,0.051,08:40.4,86.9758218,-0.896528656
08:40.6,-0.428,0.462,0.071,08:40.6,86.87322521,-0.887181517
08:40.8,-0.346,0.384,0.096,08:40.9,86.7198781,-0.873598553
08:41.0,-0.38,0.433,0.078,08:41.1,86.61560111,-0.864418209
08:41.2,-0.367,0.465,0.069,08:41.3,86.51293836,-0.852928303
08:41.5,-0.362,0.411,0.083,08:41.5,86.41091303,-0.842566213
08:41.7,-0.463,0.195,0.068,08:41.7,86.30696523,-0.832502127
08:41.9,-0.485,0.42,0.101,08:41.9,86.18133734,-0.823573499
08:42.1,-0.313,0.334,0.088,08:42.1,86.07766234,-0.816575073
08:42.3,-0.403,0.414,0.057,08:42.3,85.97512343,-0.812269987
08:42.5,-0.293,0.317,0.028,08:42.5,85.84833909,-0.807610732
08:42.7,-0.326,0.401,0.066,08:42.7,85.74772918,-0.805236467
08:42.9,-0.369,0.397,0.069,08:42.9,85.6526661,-0.806683712
08:43.2,-0.377,0.484,0.041,08:43.2,85.53299383,-0.807606195
08:43.4,-0.373,0.33,0.03,08:43.4,85.4378829,-0.809940925
08:43.6,-0.386,0.411,0.049,08:43.6,85.34616599,-0.816495221
08:43.8,-0.412,0.351,0.032,08:43.8,85.23247382,-0.822987281
08:44.0,-0.363,0.326,0.065,08:44.0,85.14120072,-0.831430455
08:44.2,-0.348,0.451,0.053,08:44.2,85.02401968,-0.840578281
08:44.4,-0.311,0.277,0.052,08:44.4,84.92954006,-0.848759068
08:44.7,-0.324,0.475,0.058,08:44.6,84.83401189,-0.854257379
08:44.9,-0.419,0.428,0.088,08:44.9,84.71356548,-0.860941594
08:45.1,-0.416,0.467,0.058,08:45.1,84.61355559,-0.864479957
08:45.3,-0.427,0.382,0.07,08:45.3,84.51174104,-0.867606848
08:45.5,-0.421,0.452,0.006,08:45.5,84.38494793,-0.867443885
08:45.7,-0.493,0.41,0.029,08:45.7,84.2834965,-0.864229902
08:45.9,-0.422,0.441,0.073,08:45.9,84.17758832,-0.858749024
08:46.1,-0.33,0.46,0.043,08:46.1,84.07296062,-0.852780919
08:46.3,-0.4,0.293,0.025,08:46.3,83.94113025,-0.830729903
08:46.5,-0.462,0.359,0.068,08:46.5,83.83345853,-0.828304009
08:46.7,-0.399,0.344,0.074,08:46.7,83.703056,-0.807800337
08:46.9,-0.506,0.437,0.091,08:46.9,83.59808185,-0.803813825
08:47.1,-0.378,0.416,0.102,08:47.2,83.49515196,-0.789908547
08:47.3,-0.435,0.4,0.114,08:47.4,83.39170733,-0.779342275
08:47.5,-0.435,0.383,0.043,08:47.6,83.28924417,-0.767476546
08:47.8,-0.463,0.392,0.067,08:47.8,83.15971851,-0.757668614
08:48.0,-0.301,0.466,0.094,08:48.0,83.0580245,-0.750808297
08:48.2,-0.45,0.271,0.065,08:48.2,82.95769114,-0.745811674
08:48.4,-0.3,0.392,0.055,08:48.4,82.86348494,-0.742498127
08:48.6,-0.341,0.142,0.025,08:48.6,82.76988342,-0.741497476
08:48.8,-0.343,0.362,0.057,08:48.8,82.65493511,-0.742331886
08:49.0,-0.257,0.39,0.058,08:49.0,82.56436714,-0.745962376
08:49.2,-0.291,0.373,0.023,08:49.3,82.4516124,-0.749062984
08:49.4,-0.359,0.401,0.021,08:49.5,82.36281759,-0.754760829
08:49.6,-0.316,0.343,0.014,08:49.6,82.26986305,-0.761574477
08:49.8,-0.339,0.468,-0.006,08:49.8,82.17651028,-0.767891241
08:50.1,-0.385,0.377,-0.006,08:50.1,82.05664766,-0.776024577
08:50.3,-0.42,0.508,0.042,08:50.3,81.96048793,-0.784672595
08:50.5,-0.482,0.491,-0.011,08:50.5,81.84251568,-0.796789274
08:50.7,-0.451,0.328,0.009,08:50.7,81.74258855,-0.800423551
08:50.9,-0.374,0.45,0.053,08:50.9,81.64264893,-0.803370764
08:51.1,-0.435,0.484,0.025,08:51.1,81.54415754,-0.805223688
08:51.3,-0.375,0.443,0.03,08:51.3,81.44611426,-0.807006909
08:51.5,-0.305,0.347,0.03,08:51.6,81.32642936,-0.808412635
08:51.7,-0.41,0.292,0.051,08:51.7,81.23234551,-0.805632519
08:51.9,-0.349,0.252,0.093,08:51.9,81.14024129,-0.801629854
08:52.1,-0.343,0.302,0.053,08:52.1,81.0505007,-0.795900152
08:52.4,-0.453,0.272,0.079,08:52.4,80.93532948,-0.788375321
08:52.6,-0.367,0.344,0.049,08:52.6,80.84539766,-0.780232184
08:52.8,-0.434,0.327,0.075,08:52.8,80.75670604,-0.770987696
08:53.0,-0.323,0.311,0.061,08:53.0,80.66779526,-0.760345243
08:53.2,-0.435,0.305,0.085,08:53.2,80.5792027,-0.750555823
08:53.4,-0.478,0.44,0.088,08:53.4,80.46683207,-0.738217492
08:53.6,-0.44,0.34,0.064,08:53.6,80.37516009,-0.725592247
08:53.8,-0.381,0.382,0.065,08:53.8,80.26075369,-0.71165377
08:54.0,-0.378,0.385,0.059,08:54.0,80.16417064,-0.700848713
08:54.2,-0.439,0.541,0.07,08:54.2,80.065679,-0.691237941
08:54.4,-0.299,0.409,0.072,08:54.4,79.96477509,-0.682775977
08:54.7,-0.495,0.478,0.007,08:54.7,79.83998788,-0.673639104
08:54.9,-0.443,0.403,0.053,08:54.9,79.73725054,-0.667023393
08:55.1,-0.508,0.363,0.112,08:55.1,79.63512438,-0.664203763
08:55.3,-0.477,0.422,0.055,08:55.3,79.51008479,-0.659261523
08:55.5,-0.493,0.516,-0.006,08:55.5,79.40715752,-0.658611987
08:55.7,-0.338,0.361,0.021,08:55.7,79.28103522,-0.656391521
08:56.0,-0.397,0.387,0.045,08:55.9,79.18011525,-0.657159073
08:56.2,-0.319,0.468,0.006,08:56.2,79.05786257,-0.660131583
08:56.4,-0.402,0.503,0.066,08:56.4,78.96033204,-0.663694874
08:56.6,-0.228,0.372,0.049,08:56.6,78.86758167,-0.66745642
08:56.8,-0.421,0.434,0.032,08:56.8,78.77440299,-0.673006962
08:57.0,-0.424,0.471,0.065,08:57.0,78.66244066,-0.676665309
08:57.2,-0.362,0.415,0.113,08:57.2,78.57005599,-0.678345599
08:57.4,-0.301,0.353,0.053,08:57.4,78.47763916,-0.679555225
08:57.6,-0.304,0.35,0.063,08:57.6,78.38613174,-0.680419048
08:57.8,-0.362,0.462,0.066,08:57.8,78.29512736,-0.67940792
08:58.0,-0.363,0.413,0.076,08:58.0,78.18106368,-0.676502127
08:58.3,-0.372,0.363,0.073,08:58.3,78.06399133,-0.673547049
08:58.5,-0.532,0.353,0.07,08:58.4,77.99193316,-0.668797701
08:58.7,-0.317,0.497,0.047,08:58.7,77.87228301,-0.661170251
08:58.9,-0.355,0.526,0.042,08:58.9,77.7737338,-0.653157972
08:59.1,-0.387,0.424,0.018,08:59.1,77.67362197,-0.645256046
08:59.3,-0.39,0.447,0.038,08:59.3,77.54709943,-0.638498817
08:59.5,-0.405,0.334,0.036,08:59.5,77.44232148,-0.629205035
08:59.7,-0.489,0.407,0.023,08:59.7,77.3345059,-0.622023035
08:59.9,-0.348,0.466,0.042,08:59.9,77.22663479,-0.612907529
09:00.1,-0.377,0.336,0.034,09:00.1,77.09322783,-0.607667447
09:00.3,-0.342,0.453,0.026,09:00.3,76.98018723,-0.60381174
09:00.5,-0.346,0.494,0.064,09:00.5,76.83962254,-0.599352972
09:00.7,-0.462,0.308,0.065,09:00.7,76.75508706,-0.596702434
09:00.9,-0.324,0.378,0.051,09:00.9,76.64101766,-0.597019732
09:01.1,-0.333,0.399,0.047,09:01.1,76.52942819,-0.597859944
09:01.3,-0.471,0.426,0.025,09:01.3,76.42044469,-0.59715289
09:01.6,-0.36,0.5,0.074,09:01.6,76.25852123,-0.597175754
09:01.8,-0.311,0.394,0.118,09:01.8,76.18085812,-0.599441226
09:02.0,-0.363,0.427,0.072,09:01.9,76.0783925,-0.600223142
09:02.2,-0.32,0.377,0.08,09:02.2,75.95376742,-0.602344339
09:02.4,-0.376,0.372,0.062,09:02.4,75.85719676,-0.602181298
09:02.6,-0.313,0.376,0.096,09:02.6,75.76323586,-0.601482865
09:02.8,-0.289,0.394,0.091,09:02.8,75.67199577,-0.600348678
09:03.0,-0.283,0.318,0.102,09:03.0,75.58366132,-0.598666249
09:03.2,-0.266,0.287,0.093,09:03.2,75.47430024,-0.596795462
09:03.4,-0.398,0.355,0.047,09:03.4,75.38759912,-0.594556438
09:03.6,-0.225,0.353,0.075,09:03.6,75.30305759,-0.591709692
09:03.8,-0.331,0.445,0.005,09:03.8,75.19726588,-0.588644265
09:04.0,-0.375,0.454,0.039,09:04.0,75.11257421,-0.586089579
09:04.2,-0.299,0.394,0.078,09:04.2,75.02583429,-0.584174247
09:04.4,-0.301,0.279,0.061,09:04.4,74.93776037,-0.583229558
09:04.6,-0.359,0.389,0.05,09:04.6,74.82836542,-0.583414184
09:04.9,-0.407,0.44,0.054,09:04.8,74.7367951,-0.581592632
09:05.1,-0.424,0.349,0.043,09:05.1,74.61894366,-0.584769003
09:05.3,-0.372,0.462,0.041,09:05.3,74.52517742,-0.583244542
09:05.5,-0.362,0.547,0.089,09:05.5,74.44786448,-0.585572371
09:05.7,-0.36,0.352,0.048,09:05.7,74.34628144,-0.587815864
09:05.9,-0.317,0.394,0.073,09:05.9,74.22375577,-0.589788319
09:06.1,-0.396,0.307,0.039,09:06.1,74.09950856,-0.589345916
09:06.3,-0.457,0.461,0.065,09:06.3,73.99954627,-0.589917291
09:06.5,-0.374,0.459,0.013,09:06.5,73.89701393,-0.586663481
09:06.7,-0.355,0.336,0.074,09:06.7,73.79340071,-0.582699365
09:06.9,-0.344,0.418,0.08,09:06.9,73.69060266,-0.578135609
09:07.1,-0.342,0.361,0.068,09:07.1,73.56415684,-0.571552349
09:07.3,-0.369,0.341,0.115,09:07.3,73.46383084,-0.564206533
09:07.5,-0.317,0.466,0.067,09:07.5,73.36533018,-0.557065872
09:07.7,-0.357,0.365,0.077,09:07.7,73.26721949,-0.547832922
09:07.9,-0.311,0.436,0.075,09:07.9,73.17097798,-0.538155515
09:08.1,-0.455,0.325,0.11,09:08.1,73.07394823,-0.527901555
09:08.4,-0.407,0.397,0.085,09:08.4,72.95548762,-0.516963073
09:08.6,-0.316,0.364,0.061,09:08.6,72.86508092,-0.510686091
09:08.8,-0.476,0.281,0.113,09:08.8,72.77705901,-0.503360251
09:09.0,-0.288,0.365,0.085,09:09.0,72.69017888,-0.498509024
09:09.2,-0.375,0.451,0.112,09:09.2,72.60528149,-0.494357383
09:09.4,-0.312,0.387,-0.001,09:09.4,72.4992997,-0.492078316
09:09.6,-0.436,0.405,0.112,09:09.6,72.39400157,-0.490886038
09:09.8,-0.297,0.345,-0.007,09:09.8,72.30695796,-0.492484388
09:10.0,-0.325,0.347,-0.033,09:10.0,72.2177574,-0.492806811
09:10.2,-0.353,0.375,0.015,09:10.2,72.12654795,-0.496039773
09:10.4,-0.357,0.411,0.035,09:10.4,72.03415618,-0.498519579
09:10.7,-0.419,0.403,0.063,09:10.7,71.91571422,-0.499936493
09:10.9,-0.359,0.36,-0.052,09:10.9,71.81713075,-0.501137597
09:11.1,-0.438,0.486,0.01,09:11.1,71.6980476,-0.502466785
09:11.3,-0.457,0.428,0.084,09:11.3,71.59491494,-0.502861801
09:11.5,-0.452,0.529,0.062,09:11.4,71.51895976,-0.502202959
09:11.6,-0.464,0.47,0.078,09:11.6,71.41753349,-0.499675113
09:11.9,-0.408,0.313,0.054,09:11.9,71.29148952,-0.497437328
09:12.1,-0.505,0.496,0.052,09:12.1,71.18928794,-0.494354181
09:12.3,-0.367,0.337,0.034,09:12.3,71.08721867,-0.489995288
09:12.5,-0.278,0.443,0.066,09:12.5,70.98783545,-0.485711644
09:12.7,-0.344,0.433,0.056,09:12.7,70.8871277,-0.480527747
09:12.9,-0.467,0.332,0.082,09:12.9,70.76642603,-0.474629227
09:13.1,-0.347,0.481,0.072,09:13.1,70.66801673,-0.470941516
09:13.3,-0.506,0.34,0.095,09:13.3,70.57164878,-0.466557629
09:13.5,-0.364,0.213,0.049,09:13.5,70.47752204,-0.463149887
09:13.7,-0.401,0.401,0.017,09:13.7,70.3821707,-0.459913426
09:13.9,-0.362,0.443,0.074,09:13.9,70.28879417,-0.455134002
09:14.1,-0.396,0.493,0.09,09:14.2,70.14619637,-0.45006139
09:14.3,-0.379,0.295,0.049,09:14.3,70.07557387,-0.446667098
09:14.5,-0.442,0.318,0.082,09:14.5,69.98143488,-0.442773548
09:14.7,-0.388,0.364,0.057,09:14.8,69.86509317,-0.435056855
09:14.9,-0.469,0.446,0.086,09:15.0,69.76994689,-0.428187931
09:15.2,-0.467,0.351,0.044,09:15.2,69.67316265,-0.420000397
09:15.4,-0.396,0.423,0.05,09:15.4,69.55465425,-0.409504189
09:15.6,-0.444,0.453,0.051,09:15.6,69.48174394,-0.39944667
09:15.8,-0.342,0.427,0.013,09:15.8,69.36314046,-0.388166953
09:16.0,-0.441,0.433,0.071,09:16.0,69.26472614,-0.376418204
09:16.2,-0.387,0.332,0.073,09:16.2,69.16607157,-0.363882697
09:16.4,-0.434,0.457,0.051,09:16.4,69.04430202,-0.352735479
09:16.6,-0.56,0.431,0.04,09:16.6,68.9434724,-0.34293622
09:16.8,-0.513,0.411,0.04,09:16.8,68.84123552,-0.331638131
09:17.0,-0.285,0.467,-0.008,09:17.0,68.72477107,-0.326782232
09:17.2,-0.395,0.378,0.004,09:17.2,68.62791682,-0.323909214
09:17.4,-0.466,0.447,0.002,09:17.4,68.52694019,-0.318188372
09:17.6,-0.406,0.418,0.077,09:17.6,68.43184665,-0.319931135
09:17.8,-0.328,0.408,0.067,09:17.8,68.34044824,-0.322501501
09:18.0,-0.306,0.38,0.047,09:18.0,68.24925266,-0.329717926
09:18.2,-0.512,0.534,0.048,09:18.2,68.1580487,-0.336143173
09:18.4,-0.5,0.402,0.033,09:18.4,68.0643122,-0.345071779
09:18.6,-0.42,0.468,-0.031,09:18.6,67.97059346,-0.354665956
09:18.9,-0.471,0.421,0.013,09:18.9,67.85244099,-0.36722033
09:19.1,-0.351,0.481,0.066,09:19.1,67.75715018,-0.376620804
09:19.2,-0.283,0.466,0.037,09:19.3,67.66253328,-0.385326401
09:19.4,-0.284,0.363,0.012,09:19.5,67.54781612,-0.395001655
09:19.6,-0.273,0.452,0.071,09:19.7,67.4486032,-0.398450148
09:19.9,-0.385,0.321,0.079,09:19.9,67.33029108,-0.399521136
09:20.1,-0.311,0.415,0.048,09:20.1,67.25068304,-0.401746112
09:20.3,-0.37,0.441,0.05,09:20.3,67.15336411,-0.399762685
09:20.5,-0.348,0.341,0.032,09:20.5,67.05512582,-0.394821695
09:20.7,-0.383,0.357,0.048,09:20.7,66.95766812,-0.386819077
09:20.9,-0.412,0.415,0.075,09:20.9,66.83670304,-0.373688956
09:21.1,-0.43,0.403,0.074,09:21.1,66.73061359,-0.371952369
09:21.3,-0.381,0.477,0.069,09:21.3,66.62636419,-0.363234294
09:21.5,-0.381,0.324,0.042,09:21.5,66.52534777,-0.35364606
09:21.7,-0.387,0.453,0.065,09:21.7,66.42430765,-0.341952159
09:21.9,-0.457,0.487,0.044,09:21.8,66.34444209,-0.33256433
09:22.1,-0.423,0.393,0.102,09:22.1,66.21681339,-0.320653965
09:22.3,-0.488,0.37,0.034,09:22.3,66.08654126,-0.309849195
09:22.5,-0.409,0.422,0.078,09:22.5,66.00839615,-0.301530864
09:22.7,-0.416,0.4,0.076,09:22.7,65.90512111,-0.291303283
09:22.9,-0.385,0.518,0.077,09:22.9,65.8047114,-0.281725103
09:23.1,-0.377,0.447,0.087,09:23.1,65.70800217,-0.274337737
09:23.3,-0.406,0.407,0.075,09:23.3,65.6086745,-0.267019702
09:23.5,-0.353,0.329,0.061,09:23.5,65.48778946,-0.257009031
09:23.7,-0.501,0.395,0.059,09:23.7,65.3940399,-0.250866111
09:23.9,-0.35,0.354,0.067,09:23.9,65.30026623,-0.247014137
09:24.1,-0.413,0.326,0.065,09:24.1,65.2098309,-0.244268257
09:24.3,-0.349,0.417,0.04,09:24.3,65.09751491,-0.241737368
09:24.5,-0.502,0.456,0.039,09:24.5,65.00677252,-0.2426682
09:24.7,-0.379,0.395,0.075,09:24.7,64.89160326,-0.24505132
09:24.9,-0.261,0.367,0.017,09:24.9,64.79743203,-0.250547023
09:25.1,-0.348,0.35,0.028,09:25.1,64.7037662,-0.256877883
09:25.3,-0.373,0.348,0.048,09:25.3,64.62999562,-0.264934905
09:25.5,-0.366,0.342,0.048,09:25.5,64.53308819,-0.2738174
09:25.7,-0.331,0.434,0.05,09:25.7,64.40997537,-0.283853596
09:25.9,-0.432,0.411,0.06,09:25.9,64.30942024,-0.293166658
09:26.1,-0.446,0.305,0.046,09:26.1,64.20856807,-0.30407413
09:26.3,-0.32,0.315,0.033,09:26.3,64.10617004,-0.311948177
09:26.5,-0.416,0.422,0.003,09:26.5,64.00098618,-0.318697736
09:26.7,-0.409,0.36,0.057,09:26.7,63.89541489,-0.323053685
09:26.9,-0.349,0.369,0.016,09:26.9,63.76573952,-0.328106384
09:27.1,-0.336,0.303,0.018,09:27.2,63.64781448,-0.32355969
09:27.3,-0.382,0.335,0.066,09:27.3,63.55736765,-0.325328861
09:27.5,-0.299,0.399,0.025,09:27.5,63.45454213,-0.320780374
09:27.7,-0.428,0.476,0.058,09:27.7,63.35155503,-0.312755595
09:27.9,-0.362,0.398,0.105,09:27.9,63.24725699,-0.303574584
09:28.1,-0.453,0.387,0.059,09:28.1,63.12002613,-0.29168341
09:28.4,-0.433,0.472,0.127,09:28.4,63.00806058,-0.267329085
09:28.6,-0.376,0.382,0.061,09:28.5,62.91890975,-0.263596178
09:28.8,-0.407,0.419,0.042,09:28.8,62.82002234,-0.246312148
09:28.9,-0.373,0.386,0.079,09:29.0,62.72097226,-0.230998007
09:29.1,-0.345,0.383,0.117,09:29.1,62.6209971,-0.216585616
09:29.4,-0.477,0.305,0.087,09:29.4,62.49681878,-0.199111305
09:29.6,-0.352,0.331,0.1,09:29.6,62.39630129,-0.183349356
09:29.8,-0.473,0.333,0.098,09:29.8,62.29592519,-0.169281342
09:30.0,-0.51,0.369,0.057,09:30.0,62.19696512,-0.153742476
09:30.2,-0.373,0.401,0.057,09:30.2,62.09946665,-0.141386533
09:30.4,-0.263,0.372,0.047,09:30.4,62.00491048,-0.131030438
09:30.6,-0.47,0.436,0.052,09:30.6,61.88525557,-0.120299294
09:30.8,-0.488,0.485,0.056,09:30.8,61.78962503,-0.115047747
09:31.0,-0.466,0.457,0.011,09:31.0,61.71549758,-0.11418138
09:31.2,-0.384,0.379,0.03,09:31.2,61.61818995,-0.116549335
09:31.4,-0.357,0.52,-0.002,09:31.3,61.5215214,-0.119880347
09:31.6,-0.265,0.543,0.02,09:31.5,61.42142269,-0.129238702
09:31.8,-0.358,0.403,0.031,09:31.8,61.29949664,-0.137930007
09:32.0,-0.462,0.38,0.045,09:32.0,61.19612659,-0.153323252
09:32.2,-0.292,0.471,0.032,09:32.2,61.09263817,-0.16800118
09:32.4,-0.482,0.458,0.047,09:32.3,60.99080152,-0.185320913
09:32.5,-0.42,0.461,0.045,09:32.5,60.89039122,-0.205994719
09:32.7,-0.341,0.469,0.042,09:32.8,60.78966644,-0.224292216
09:33.0,-0.437,0.386,0.046,09:32.9,60.68655669,-0.24048543
09:33.2,-0.234,0.255,0.055,09:33.2,60.58782675,-0.257140234
09:33.3,-0.425,0.334,0.073,09:33.3,60.48678744,-0.268086448
09:33.5,-0.402,0.31,0.1,09:33.5,60.38641663,-0.273832205
09:33.7,-0.327,0.434,0.068,09:33.7,60.28875635,-0.277942243
09:33.9,-0.438,0.406,0.037,09:33.9,60.1908894,-0.277861157
09:34.1,-0.43,0.367,0.077,09:34.1,60.09387115,-0.272632279
09:34.3,-0.432,0.344,0.089,09:34.3,59.99782662,-0.262859126
09:34.5,-0.503,0.343,0.035,09:34.5,59.89840922,-0.248257493
09:34.7,-0.515,0.345,0.081,09:34.7,59.78222401,-0.211540787
09:34.9,-0.339,0.387,0.068,09:34.9,59.68670534,-0.191502017
09:35.1,-0.515,0.235,0.028,09:35.1,59.60498815,-0.186765012
09:35.3,-0.377,0.377,0.069,09:35.3,59.50613938,-0.161235247
09:35.5,-0.446,0.276,0.065,09:35.5,59.38195843,-0.132823267
09:35.7,-0.449,0.389,0.064,09:35.7,59.28548084,-0.107807581
09:35.9,-0.495,0.319,0.082,09:35.9,59.18694282,-0.082651639
09:36.1,-0.45,0.28,0.031,09:36.1,59.11155523,-0.064726848
09:36.3,-0.424,0.38,0.048,09:36.3,58.98864871,-0.041018986
09:36.5,-0.377,0.374,0.027,09:36.5,58.89070933,-0.025261789
09:36.7,-0.306,0.406,0.051,09:36.7,58.79401705,-0.017401007
09:36.9,-0.267,0.335,0.049,09:36.9,58.69706615,-0.012276931
09:37.1,-0.47,0.347,0.041,09:37.1,58.60005178,-0.012135312
09:37.3,-0.437,0.378,0.025,09:37.3,58.50558253,-0.015745421
09:37.5,-0.272,0.448,0.044,09:37.5,58.40985329,-0.026204366
09:37.7,-0.437,0.406,0.067,09:37.7,58.29079194,-0.037770078
09:37.9,-0.414,0.493,0.059,09:37.9,58.19401057,-0.055418525
09:38.1,-0.409,0.316,0.015,09:38.1,58.09702904,-0.072358886
09:38.3,-0.315,0.483,0.074,09:38.3,57.99793691,-0.090755798
09:38.5,-0.335,0.483,0.029,09:38.5,57.92246251,-0.107268693
09:38.7,-0.344,0.415,0.038,09:38.7,57.82519777,-0.123834449
09:38.9,-0.203,0.482,0.077,09:38.9,57.70305772,-0.138601805
09:39.1,-0.324,0.381,0.074,09:39.1,57.60402123,-0.150799646
09:39.3,-0.354,0.333,0.057,09:39.3,57.50607899,-0.160359315
09:39.5,-0.364,0.289,0.058,09:39.5,57.39498726,-0.159696494
09:39.7,-0.501,0.428,0.108,09:39.7,57.3070264,-0.164138841
09:39.9,-0.355,0.394,0.064,09:39.9,57.20818074,-0.159217991
09:40.1,-0.436,0.259,0.106,09:40.1,57.10647315,-0.14903739
09:40.3,-0.378,0.42,0.042,09:40.3,57.00471012,-0.13547108
09:40.5,-0.385,0.41,0.066,09:40.5,56.90278022,-0.118648473
09:40.7,-0.335,0.4,0.097,09:40.7,56.80035313,-0.100275443
09:40.9,-0.411,0.32,0.067,09:40.9,56.70002836,-0.079494127
09:41.0,-0.403,0.339,0.059,09:41.0,56.59835732,-0.057689372
09:41.3,-0.328,0.24,0.091,09:41.3,56.47225397,-0.033848457
09:41.5,-0.372,0.191,0.106,09:41.5,56.36756405,-0.014235675
09:41.7,-0.39,0.35,0.065,09:41.7,56.26733459,0.006144636
09:41.9,-0.409,0.317,0.07,09:41.9,56.16731766,0.023591522
09:42.1,-0.326,0.328,0.11,09:42.1,56.0706903,0.036225046
09:42.2,-0.367,0.336,0.077,09:42.2,56.00204674,0.045277241
09:42.5,-0.35,0.37,0.033,09:42.5,55.88610984,0.054251344
09:42.7,-0.383,0.279,0.062,09:42.7,55.79743562,0.058430444
